NAME,TEAM,SALARY,YEAR,POS
Raymond Felton,Charlotte Hornets,2847360,2006, G
Steven Hunter,NO/Oklahoma City  Hornets,2844828,2006, C
Chris Wilcox,Oklahoma City Thunder,2812239,2006, PF
Chris Duhon,Chicago Bulls,2800000,2006, PG
Andres Nocioni,Chicago Bulls,2775000,2006, SF
Chris Kaman,Los Angeles Clippers,2753760,2006, C
Primoz Brezec,Charlotte Hornets,2750000,2006, C
Earl Boykins,Denver Nuggets,2750000,2006, PG
DeShawn Stevenson,Orlando Magic,2750000,2006, SG
Josh Childress,Atlanta Hawks,2677200,2006, F
Michael Finley,San Antonio Spurs,2675000,2006, SG
Michael Doleac,Miami Heat,2640000,2006, C
Jim Jackson,Los Angeles Lakers,2640000,2006, SF
Amar'e Stoudemire,Phoenix Suns,2589023,2006, C
Brian Scalabrine,Boston Celtics,2586207,2006, PF
Martell Webster,Portland Trail Blazers,2586120,2006, SF
Kirk Hinrich,Chicago Bulls,2513880,2006, SG
Bostjan Nachbar,Brooklyn Nets,2500000,2006, SF
Clifford Robinson,Brooklyn Nets,2500000,2006, PF
Eddie Griffin,Minnesota Timberwolves,2500000,2006, PF
Damien Wilkins,Oklahoma City Thunder,2500000,2006, SG
Aaron McKie,Los Angeles Lakers,2500000,2006, SG
Arvydas Macijauskas,NO/Oklahoma City  Hornets,2500000,2006, SG
Juan Dixon,Portland Trail Blazers,2500000,2006, SG
Caron Butler,Washington Wizards,2461617,2006, SF
Luol Deng,Chicago Bulls,2443920,2006, F
Jared Jeffries,Washington Wizards,2433824,2006, PF
Anthony Johnson,Indiana Pacers,2420000,2006, PG
Melvin Ely,Charlotte Hornets,2401027,2006, C
James Jones,Phoenix Suns,2400000,2006, SG
Charlie Villanueva,Toronto Raptors,2360880,2006, PF
Jose Calderon,Toronto Raptors,2333334,2006, G
Fred Jones,Indiana Pacers,2328843,2006, SG
Fabricio Oberto,San Antonio Spurs,2325000,2006, C
T.J. Ford,Milwaukee Bucks,2303040,2006, PG
Dan Dickau,Boston Celtics,2255350,2006, PG
Rafael Araujo,Toronto Raptors,2238960,2006, C
Darius Songaila,Chicago Bulls,2200000,2006, PF
Jiri Welsch,Milwaukee Bucks,2177114,2006, GF
Channing Frye,New York Knicks,2162880,2006, F
Michael Sweetney,Chicago Bulls,2116920,2006, PF
Andre Iguodala,Philadelphia 76ers,2058000,2006, F
Jake Voskuhl,Charlotte Hornets,2015625,2006, C
Jarvis Hayes,Washington Wizards,2011080,2006, SF
Matt Bonner,Toronto Raptors,2000000,2006, C
Mark Madsen,Minnesota Timberwolves,2000000,2006, PF
Toni Kukoc,Milwaukee Bucks,2000000,2006, SF
Dikembe Mutombo,Houston Rockets,2000000,2006, C
DeSagana Diop,Dallas Mavericks,2000000,2006, C
Ike Diogu,Golden State Warriors,1988160,2006, PF
Luke Jackson,Cleveland Cavaliers,1955160,2006, SF
Mickael Pietrus,Golden State Warriors,1910520,2006, SF
Andrew Bynum,Los Angeles Lakers,1888680,2006, C
Jumaine Jones,Charlotte Hornets,1875000,2006, SF
Andris Biedrins,Golden State Warriors,1857360,2006, C
Nick Collison,Oklahoma City Thunder,1815000,2006, F
Jon Barry,Houston Rockets,1800000,2006, SG
Robert Swift,Oklahoma City Thunder,1764480,2006, C
Tayshaun Prince,Detroit Pistons,1763115,2006, SF
Reggie Evans,Denver Nuggets,1760000,2006, C
Calbert Cheaney,Golden State Warriors,1760000,2006, SG
Mo Williams,Milwaukee Bucks,1760000,2006, PG
Lindsey Hunter,Detroit Pistons,1760000,2006, SG
Marcus Banks,Minnesota Timberwolves,1724280,2006, PG
Jarron Collins,Utah Jazz,1700000,2006, C
John Salmons,Philadelphia 76ers,1699001,2006, SF
Sebastian Telfair,Portland Trail Blazers,1676280,2006, PG
Derek Anderson,Miami Heat,1670000,2006, SG
Michael Ruffin,Washington Wizards,1670000,2006, PF
Brian Grant,Phoenix Suns,1670000,2006, PF
Malik Allen,Chicago Bulls,1670000,2006, PF
Yaroslav Korolev,Los Angeles Clippers,1670000,2006, SF
Greg Buckner,Denver Nuggets,1670000,2006, SG
Luke Ridnour,Oklahoma City Thunder,1638000,2006, PG
Sean May,Charlotte Hornets,1619280,2006, C
Scott Padgett,Brooklyn Nets,1600000,2006, PF
Kris Humphries,Utah Jazz,1592400,2006, PF
Devin Brown,Utah Jazz,1592400,2006, SG
Joel Przybilla,Portland Trail Blazers,1560000,2006, C
Josh Smith,Atlanta Hawks,1560000,2006, PF
Reece Gaines,Milwaukee Bucks,1556160,2006, PG
Jason Hart,Sacramento Kings,1540000,2006, PG
Rashad McCants,Minnesota Timberwolves,1538400,2006, SG
Al Jefferson,Boston Celtics,1512840,2006, C
Maurice Evans,Detroit Pistons,1500000,2006, SG
Antoine Wright,Brooklyn Nets,1461360,2006, SF
Kirk Snyder,NO/Oklahoma City  Hornets,1437240,2006, SG
Zarko Cabarkapa,Golden State Warriors,1404360,2006, SF
Milt Palacio,Utah Jazz,1400000,2006, PG
Joey Graham,Toronto Raptors,1388400,2006, SF
David West,NO/Oklahoma City  Hornets,1334160,2006, F
Danny Granger,Indiana Pacers,1318920,2006, SF
Rasual Butler,NO/Oklahoma City  Hornets,1300000,2006, SF
JR Smith,NO/Oklahoma City  Hornets,1297080,2006, G
Sasha Pavlovic,Cleveland Cavaliers,1274160,2006, SG
Gerald Green,Boston Celtics,1253040,2006, G
Dorell Wright,Miami Heat,1238640,2006, SF
Dahntay Jones,Memphis Grizzlies,1223160,2006, SG
Hakim Warrick,Memphis Grizzlies,1196520,2006, PF
Jameer Nelson,Orlando Magic,1189200,2006, G
Boris Diaw,Phoenix Suns,1174200,2006, C
Julius Hodge,Denver Nuggets,1148760,2006, SG
Pavel Podkolzin,Dallas Mavericks,1141560,2006, C
Bryon Russell,Oklahoma City Thunder,1138500,2006, SF
Bo Outlaw,Orlando Magic,1138500,2006, PF
Alonzo Mourning,Miami Heat,1138500,2006, C
Stacey Augmon,Orlando Magic,1138500,2006, SF
Zoran Planinic,Brooklyn Nets,1127280,2006, PG
Keith McLeod,Utah Jazz,1125000,2006, PG
Luke Walton,Los Angeles Lakers,1125000,2006, SF
Nate Robinson,New York Knicks,1102680,2006, PG
Jason Kapono,Miami Heat,1100000,2006, SG
Matt Carroll,Charlotte Hornets,1100000,2006, SG
Victor Khryapa,Portland Trail Blazers,1095960,2006, PF
Travis Outlaw,Portland Trail Blazers,1082160,2006, SF
Darrick Martin,Toronto Raptors,1081575,2006, PG
Jarrett Jack,Portland Trail Blazers,1058640,2006, G
Brian Cook,Los Angeles Lakers,1038960,2006, PF
Walter McCarty,Los Angeles Clippers,1035000,2006, PF
Jacque Vaughn,Brooklyn Nets,1029873,2006, PG
Mikki Moore,Oklahoma City Thunder,1029873,2006, C
Sergei Monia,Sacramento Kings,1016400,2006, SF
Francisco Garcia,Sacramento Kings,1016400,2006, SG
Delonte West,Boston Celtics,1010040,2006, SG
Nenad Krstic,Brooklyn Nets,1010040,2006, C
John Edwards,Atlanta Hawks,1000000,2006, C
Steve Blake,Portland Trail Blazers,1000000,2006, PG
Luther Head,Houston Rockets,975600,2006, PG
Carlos Delfino,Detroit Pistons,969600,2006, SG
Tony Allen,Boston Celtics,969600,2006, SG
Anthony Carter,Minnesota Timberwolves,965185,2006, PG
Kevin Martin,Sacramento Kings,937440,2006, SG
Johan Petro,Oklahoma City Thunder,936600,2006, C
Kendrick Perkins,Boston Celtics,936480,2006, C
Leandro Barbosa,Phoenix Suns,930600,2006, G
Josh Howard,Dallas Mavericks,923880,2006, SF
Sasha Vujacic,Los Angeles Lakers,910440,2006, SG
Jason Maxiell,Detroit Pistons,905640,2006, PF
Beno Udrih,San Antonio Spurs,904800,2006, PG
Ryan Bowen,Houston Rockets,900498,2006, SF
Calvin Booth,Washington Wizards,900498,2006, C
David Harrison,Indiana Pacers,898200,2006, C
Jannero Pargo,Chicago Bulls,895248,2006, PG
Ronald Murray,Cleveland Cavaliers,895248,2006, SG
Didier Ilunga-Mbenga,Dallas Mavericks,880000,2006, C
Linas Kleiza,Denver Nuggets,879360,2006, SF
Keith Bogans,Houston Rockets,869373,2006, SG
Wayne Simien,Miami Heat,867720,2006, PF
Anderson Varejao,Cleveland Cavaliers,866800,2006, C
David Lee,New York Knicks,861360,2006, PF
Maciej Lampe,Houston Rockets,858534,2006, PF
Adrian Griffin,Dallas Mavericks,844537,2006, SG
Lee Nailon,Philadelphia 76ers,835810,2006, SF
Zendon Hamilton,Philadelphia 76ers,835810,2006, C
Mateen Cleaves,Oklahoma City Thunder,835810,2006, PG
Eddie Gill,Indiana Pacers,835810,2006, PG
Eddie House,Phoenix Suns,835810,2006, SG
Laron Profit,Los Angeles Lakers,835810,2006, SG
Loren Woods,Toronto Raptors,780000,2006, C
Mike Wilks,Oklahoma City Thunder,771123,2006, PG
Michael Bradley,Philadelphia 76ers,771123,2006, PF
Pat Burke,Phoenix Suns,750000,2006, C
Lonny Baxter,Charlotte Hornets,745248,2006, PF
Terence Morris,Orlando Magic,745248,2006, F
Qyntel Woods,New York Knicks,745248,2006, SF
Richie Frahm,Houston Rockets,745248,2006, SG
Smush Parker,Los Angeles Lakers,745248,2006, PG
Nikoloz Tskitishvili,Phoenix Suns,745248,2006, SF
Sean Marks,San Antonio Spurs,719373,2006, PF
Ronald Dupree,Minnesota Timberwolves,719373,2006, SF
Nick Van Exel,San Antonio Spurs,719373,2006, PG
DerMarr Johnson,Denver Nuggets,719373,2006, SF
Alan Henderson,Cleveland Cavaliers,719373,2006, PF
Francisco Elson,Denver Nuggets,719373,2006, C
Rick Brunson,Houston Rockets,719373,2006, PG
Linton Johnson,NO/Oklahoma City  Hornets,719373,2006, PF
Quinton Ross,Los Angeles Clippers,719373,2006, SF
Lamond Murray,Brooklyn Nets,719373,2006, SF
Ervin Johnson,Milwaukee Bucks,719373,2006, C
Gary Payton,Miami Heat,719373,2006, PG
Shandon Anderson,Miami Heat,719373,2006, SF
Charles Smith,Denver Nuggets,719373,2006, SG
Jamal Sampson,Sacramento Kings,719373,2006, C
Darrel Armstrong,Dallas Mavericks,719373,2006, PG
Jermaine Jackson,Milwaukee Bucks,696508,2006, PG
Salim Stoudamire,Atlanta Hawks,675000,2006, SG
Peter John Ramos,Washington Wizards,660000,2006, C
Esteban Batista,Atlanta Hawks,644209,2006, PF
Antonio Burks,Memphis Grizzlies,641748,2006, PG
Pape Sow,Toronto Raptors,641748,2006, PF
Royal Ivey,Atlanta Hawks,641748,2006, PG
Ha Seung-Jin,Portland Trail Blazers,641748,2006, C
Mario Kasun,Orlando Magic,641748,2006, C
Awvee Storey,Washington Wizards,641748,2006, SF
Josh Powell,Dallas Mavericks,641748,2006, PF
Trevor Ariza,Orlando Magic,641748,2006, SF
Jackie Butler,New York Knicks,641748,2006, C
Justin Reed,Minnesota Timberwolves,641748,2006, SF
Charlie Bell,Milwaukee Bucks,641748,2006, SG
Jackson Vroman,NO/Oklahoma City  Hornets,641748,2006, PF
Earl Barron,Miami Heat,641748,2006, C
Donta Smith,Atlanta Hawks,641748,2006, SG
Bernard Robinson,Charlotte Hornets,641747,2006, SG
Matt Barnes,Philadelphia 76ers,627251,2006, SF
James Singleton,Los Angeles Clippers,625000,2006, F
Daniel Ewing,Los Angeles Clippers,450000,2006, PG
Lou Williams,Philadelphia 76ers,450000,2006, SG
Monta Ellis,Golden State Warriors,448762,2006, SG
Ryan Gomes,Boston Celtics,428762,2006, SF
Chris Taft,Golden State Warriors,423762,2006, PF
Kevin Burleson,Charlotte Hornets,398762,2006, PG
Dwayne Jones II,Boston Celtics,398762,2006, PF
Robert Whaley,Utah Jazz,398762,2006, C
Travis Diener,Orlando Magic,398762,2006, PG
Rawle Marshall,Dallas Mavericks,398762,2006, SF
Ronnie Price,Sacramento Kings,398762,2006, PG
Amir Johnson,Detroit Pistons,398762,2006, F
Von Wafer,Los Angeles Lakers,398762,2006, SG
Andray Blatche,Washington Wizards,398762,2006, C
Devin Green,Los Angeles Lakers,398762,2006, SG
Bracey Wright,Minnesota Timberwolves,398762,2006, SG
Orien Greene,Boston Celtics,398762,2006, PG
Alan Anderson,Charlotte Hornets,398762,2006, SG
Boniface N'Dong,Los Angeles Clippers,398762,2006, C
Anthony Roberson,Memphis Grizzlies,398762,2006, SG
Alex Acker,Detroit Pistons,398762,2006, G
Brandon Bass,NO/Oklahoma City  Hornets,398762,2006, PF
Andre Owens,Utah Jazz,398762,2006, SG
Lawrence Roberts,Memphis Grizzlies,398762,2006, PF
Gerald Fitch,Houston Rockets,398762,2006, G
Shavlik Randolph,Philadelphia 76ers,398762,2006, PF
Eddie Basden,Chicago Bulls,398762,2006, SG
Ersan Ilyasova,Milwaukee Bucks,398762,2006, PF
Martynas Andriuskevicius,Cleveland Cavaliers,398762,2006, C
Dijon Thompson,Phoenix Suns,398762,2006, SF
CJ Miles,Utah Jazz,398761,2006, G
Donell Taylor,Washington Wizards,398672,2006, PG
Chuck Hayes,Houston Rockets,248118,2006, PF
Kevin Garnett,Minnesota Timberwolves,21000000,2007, PF
Shaquille O'Neal,Miami Heat,20000000,2007, C
Jason Kidd,Brooklyn Nets,18084000,2007, PG
Jermaine O'Neal,Indiana Pacers,18084000,2007, C
Kobe Bryant,Los Angeles Lakers,17718750,2007, SF
Tim Duncan,San Antonio Spurs,17429673,2007, C
Allen Iverson,Denver Nuggets,17184375,2007, SG
Stephon Marbury,New York Knicks,17184375,2007, PG
Tracy McGrady,Houston Rockets,16901500,2007, SG
Grant Hill,Orlando Magic,16901500,2007, SF
Ben Wallace,Chicago Bulls,16000000,2007, PF
Paul Pierce,Boston Celtics,15101626,2007, SF
Antawn Jamison,Washington Wizards,15101626,2007, PF
Vince Carter,Brooklyn Nets,15101626,2007, G
Dirk Nowitzki,Dallas Mavericks,15101622,2007, F
Steve Francis,New York Knicks,15070000,2007, PG
Baron Davis,Golden State Warriors,15070000,2007, PG
Shawn Marion,Phoenix Suns,15070000,2007, SG
Ray Allen,Oklahoma City Thunder,14611570,2007, SG
Elton Brand,Los Angeles Clippers,14248000,2007, PF
Larry Hughes,Cleveland Cavaliers,13363012,2007, SG
Michael Redd,Milwaukee Bucks,13260000,2007, SG
Joe Johnson,Atlanta Hawks,12744190,2007, G
Mike Bibby,Sacramento Kings,12500000,2007, PG
Amar'e Stoudemire,Phoenix Suns,12455000,2007, C
Yao Ming,Houston Rockets,12455000,2007, C
Pau Gasol,Memphis Grizzlies,12364000,2007, PF
Andrei Kirilenko,Utah Jazz,12364000,2007, SF
Lamar Odom,Los Angeles Lakers,12348596,2007, PF
Kenyon Martin,Denver Nuggets,12068182,2007, PF
Zach Randolph,Portland Trail Blazers,12000000,2007, F
Wally Szczerbiak,Boston Celtics,11775000,2007, SG
Theo Ratliff,Boston Celtics,11666666,2007, C
Rasheed Wallace,Detroit Pistons,11650000,2007, PF
Raef LaFrentz,Portland Trail Blazers,11532037,2007, C
Carlos Boozer,Utah Jazz,11260483,2007, PF
Richard Jefferson,Brooklyn Nets,11200000,2007, F
Gilbert Arenas,Washington Wizards,11096800,2007, PG
Peja Stojakovic,NO/Oklahoma City Hornets,10800000,2007, SF
Steve Nash,Phoenix Suns,10500000,2007, PG
Jason Richardson,Golden State Warriors,9999999,2007, SG
Erick Dampier,Dallas Mavericks,9628000,2007, C
Brad Miller,Sacramento Kings,9625000,2007, C
Samuel Dalembert,Philadelphia 76ers,9464307,2007, C
Tony Parker,San Antonio Spurs,9450000,2007, G
Zydrunas Ilgauskas,Cleveland Cavaliers,9442697,2007, C
Rashard Lewis,Oklahoma City Thunder,9350649,2007, PF
Jerry Stackhouse,Dallas Mavericks,9296874,2007, SF
Richard Hamilton,Detroit Pistons,9187500,2007, SG
Tyson Chandler,NO/Oklahoma City Hornets,9150000,2007, C
Andre Miller,Philadelphia 76ers,8966666,2007, PG
Marcus Camby,Denver Nuggets,8800000,2007, C
Bobby Simmons,Milwaukee Bucks,8640000,2007, SF
P.J. Brown,Chicago Bulls,8560000,2007, PF
Jamaal Magloire,Portland Trail Blazers,8433334,2007, C
Kwame Brown,Los Angeles Lakers,8287500,2007, C
Troy Murphy,Indiana Pacers,8285714,2007, PF
Manu Ginobili,San Antonio Spurs,8254374,2007, G
Jason Williams,Miami Heat,8250000,2007, PG
Mehmet Okur,Utah Jazz,8250000,2007, C
Eddy Curry,New York Knicks,8171103,2007, NA
Adonal Foyle,Golden State Warriors,8125000,2007, C
Cuttino Mobley,Los Angeles Clippers,8125000,2007, SG
Doug Christie,Los Angeles Clippers,8125000,2007, SG
Jason Terry,Dallas Mavericks,8100000,2007, G
Desmond Mason,NO/Oklahoma City Hornets,8037036,2007, SF
Nene Hilario,Denver Nuggets,8000000,2007, C
Tayshaun Prince,Detroit Pistons,7851240,2007, SF
Kurt Thomas,Phoenix Suns,7821482,2007, PF
Darius Miles,Portland Trail Blazers,7750000,2007, SF
Al Harrington,Golden State Warriors,7625000,2007, PF
Mike Miller,Memphis Grizzlies,7623813,2007, SG
Antoine Walker,Miami Heat,7606820,2007, PF
Metta World Peace,Sacramento Kings,7526316,2007, SF
Quentin Richardson,New York Knicks,7525500,2007, SF
Malik Rose,New York Knicks,7525397,2007, PF
Mike Dunleavy,Indiana Pacers,7438016,2007, SG
Caron Butler,Washington Wizards,7438000,2007, SF
Austin Croshere,Dallas Mavericks,7300000,2007, PF
Mark Blount,Minnesota Timberwolves,7288165,2007, C
Rasho Nesterovic,Toronto Raptors,7280000,2007, C
Jamal Crawford,New York Knicks,7200000,2007, G
Kenny Thomas,Sacramento Kings,7187500,2007, PF
Corey Maggette,Los Angeles Clippers,7000000,2007, SF
Speedy Claxton,Atlanta Hawks,6854546,2007, PG
Sam Cassell,Los Angeles Clippers,6850000,2007, PG
Joe Smith,Philadelphia 76ers,6807000,2007, PF
Ruben Patterson,Milwaukee Bucks,6807000,2007, PF
Drew Gooden,Cleveland Cavaliers,6645402,2007, PF
Danny Fortson,Oklahoma City Thunder,6596990,2007, C
Matt Harpring,Utah Jazz,6500000,2007, SF
Corliss Williamson,Sacramento Kings,6500000,2007, PF
Juwan Howard,Houston Rockets,6392100,2007, PF
James Posey,Miami Heat,6392100,2007, SF
Ricky Davis,Minnesota Timberwolves,6364400,2007, SG
Chauncey Billups,Detroit Pistons,6364400,2007, PG
Chris Wilcox,Oklahoma City Thunder,6250000,2007, PF
Stephen Jackson,Golden State Warriors,6120000,2007, SF
Eric Snow,Cleveland Cavaliers,6093750,2007, PG
Derek Fisher,Utah Jazz,5883600,2007, PG
Antonio McDyess,Detroit Pistons,5883600,2007, PF
Marquis Daniels,Indiana Pacers,5883600,2007, SG
Hedo Turkoglu,Orlando Magic,5883600,2007, SF
Etan Thomas,Washington Wizards,5883600,2007, C
Jamaal Tinsley,Indiana Pacers,5850000,2007, PG
LeBron James,Cleveland Cavaliers,5828089,2007, SF
Jason Collins,Brooklyn Nets,5800000,2007, C
Tony Battie,Orlando Magic,5746000,2007, C
Donyell Marshall,Cleveland Cavaliers,5633037,2007, PF
Troy Hudson,Minnesota Timberwolves,5603000,2007, PG
Gerald Wallace,Charlotte Hornets,5525000,2007, SF
Marko Jaric,Minnesota Timberwolves,5525000,2007, PG
Udonis Haslem,Miami Heat,5525000,2007, PF
Jeff Foster,Indiana Pacers,5500000,2007, PF
Brian Skinner,Milwaukee Bucks,5400000,2007, PF
Shareef Abdur-Rahim,Sacramento Kings,5400000,2007, PF
Earl Watson,Oklahoma City Thunder,5400000,2007, PG
Stromile Swift,Memphis Grizzlies,5400000,2007, PF
Antonio Daniels,Washington Wizards,5400000,2007, PG
Brian Cardinal,Memphis Grizzlies,5400000,2007, PF
Jerome James,New York Knicks,5400000,2007, C
Shane Battier,Houston Rockets,5393300,2007, SF
Dan Gadzuric,Milwaukee Bucks,5252065,2007, C
Bobby Jackson,NO/Oklahoma City Hornets,5250000,2007, PG
Darko Milicic,Orlando Magic,5218622,2007, C
Nazr Mohammed,Detroit Pistons,5215000,2007, C
Jared Jeffries,New York Knicks,5215000,2007, PF
Joel Przybilla,Portland Trail Blazers,5215000,2007, C
Tim Thomas,Los Angeles Clippers,5215000,2007, PF
Mike James,Minnesota Timberwolves,5215000,2007, PG
Vladimir Radmanovic,Los Angeles Lakers,5215000,2007, SF
Brent Barry,San Antonio Spurs,5117880,2007, SG
Marc Jackson,NO/Oklahoma City Hornets,4875000,2007, PF
Dwight Howard,Orlando Magic,4806720,2007, C
Carmelo Anthony,Denver Nuggets,4694041,2007, PF
Andrew Bogut,Milwaukee Bucks,4665960,2007, C
Eduardo Najera,Denver Nuggets,4571428,2007, PF
Morris Peterson,Toronto Raptors,4550000,2007, SG
Andrea Bargnani,Toronto Raptors,4501200,2007, C
Raja Bell,Phoenix Suns,4500000,2007, SG
Brendan Haywood,Washington Wizards,4500000,2007, C
Brevin Knight,Charlotte Hornets,4400000,2007, PG
John Salmons,Sacramento Kings,4400000,2007, SF
Trenton Hassell,Minnesota Timberwolves,4350000,2007, SF
Emeka Okafor,Charlotte Hornets,4300560,2007, C
Eric Williams,Charlotte Hornets,4296000,2007, PF
Chris Bosh,Toronto Raptors,4235220,2007, PF
Chris Mihm,Los Angeles Lakers,4214241,2007, C
Rafer Alston,Houston Rockets,4200000,2007, PG
Marvin Williams,Atlanta Hawks,4174800,2007, F
Kevin Durant,Brooklyn Nets,4171200,2007, PF
Anthony Parker,Toronto Raptors,4150000,2007, SG
Carlos Arroyo,Orlando Magic,4100000,2007, PG
Damon Stoudamire,Memphis Grizzlies,4050000,2007, PG
LaMarcus Aldridge,Portland Trail Blazers,4027320,2007, C
Kyle Korver,Philadelphia 76ers,4018182,2007, G
Reggie Evans,Denver Nuggets,4000000,2007, C
Gordan Giricek,Utah Jazz,4000000,2007, SG
Sarunas Jasikevicius,Golden State Warriors,4000000,2007, PG
Zaza Pachulia,Atlanta Hawks,4000000,2007, C
Andres Nocioni,Chicago Bulls,3950000,2007, SF
Damon Jones,Cleveland Cavaliers,3884678,2007, PG
Ben Gordon,Chicago Bulls,3862080,2007, SG
Shaun Livingston,Los Angeles Clippers,3841920,2007, G
Dwyane Wade,Miami Heat,3841443,2007, G
Bob Sura,Houston Rockets,3840000,2007, PG
Jorge Garbajosa,Toronto Raptors,3750000,2007, PF
Bruce Bowen,San Antonio Spurs,3750000,2007, SF
Deron Williams,Utah Jazz,3749040,2007, PG
Vitaly Potapenko,Sacramento Kings,3674584,2007, C
Darius Songaila,Washington Wizards,3650000,2007, PF
Adam Morrison,Charlotte Hornets,3616680,2007, SF
Jeff McInnis,Charlotte Hornets,3600000,2007, PG
Marcus Banks,Phoenix Suns,3600000,2007, PG
Pat Garrity,Orlando Magic,3525000,2007, PF
Dale Davis,Detroit Pistons,3500000,2007, PF
Tyronn Lue,Atlanta Hawks,3500000,2007, PG
Chris Kaman,Los Angeles Clippers,3491767,2007, C
Chris Paul,NO/Oklahoma City Hornets,3380160,2007, PG
Keyon Dooling,Orlando Magic,3348000,2007, PG
Robert Horry,San Antonio Spurs,3315000,2007, PF
Melvin Ely,San Antonio Spurs,3303813,2007, C
Tyrus Thomas,Chicago Bulls,3260760,2007, PF
Lorenzen Wright,Atlanta Hawks,3250000,2007, PF
Greg Buckner,Dallas Mavericks,3240741,2007, SG
Zeljko Rebraca,Los Angeles Clippers,3240000,2007, C
Kevin Ollie,Philadelphia 76ers,3196050,2007, PG
Ira Newble,Cleveland Cavaliers,3196050,2007, SF
Kirk Hinrich,Chicago Bulls,3192628,2007, SG
Devin Harris,Dallas Mavericks,3153120,2007, G
Trevor Ariza,Orlando Magic,3100000,2007, SF
Fred Jones,Portland Trail Blazers,3100000,2007, SG
Raymond Felton,Charlotte Hornets,3060840,2007, G
Jeff Green,Denver Nuggets,3058200,2007, PF
Steven Hunter,Philadelphia 76ers,3024000,2007, C
Chris Duhon,Chicago Bulls,3024000,2007, PG
Chucky Atkins,Memphis Grizzlies,3000000,2007, PG
Francisco Elson,San Antonio Spurs,3000000,2007, C
Rasual Butler,NO/Oklahoma City Hornets,3000000,2007, SF
Shelden Williams,Atlanta Hawks,2952840,2007, C
Earl Boykins,Milwaukee Bucks,2950000,2007, PG
T.J. Ford,Toronto Raptors,2929467,2007, PG
Jake Tsakalidis,Houston Rockets,2900000,2007, C
